NER,frequency,to appear? (yes/no),EN name,EL name
decades,1,yes,Decades,Δεκαετίες
sovereignty,1,yes,Sovereignty,Κυριαρχία
subsidies,1,yes,Subsidies,Επιδοτήσεις
farm income,1,yes,Farm Income,Γεωργικό Εισόδημα
six years,1,yes,Six Years,Έξι Χρόνια
diesel,1,yes,Diesel,Ντίζελ
small producers,1,yes,Small Producers,Μικροί Παραγωγοί
smart agriculture programmes,1,yes,Smart Agriculture Programmes,Προγράμματα Έξυπνης Γεωργίας
young folks,1,yes,Young Folks,Νέοι Άνθρωποι
young kids,1,yes,Young Kids,Μικρά Παιδιά
the field,1,yes,The Field,Ο Τομέας
progressive governance,1,yes,Progressive Governance,Προοδευτική Διακυβέρνηση
losers,1,yes,Losers,Ηττημένοι
demetra,1,yes,Demetra,Δήμητρα
demetroulas,1,yes,Demetroulas,Demetroulas
panitolikos,1,yes,Panitolikos,Παναιτωλικός
young democrats of arta,1,yes,Young Democrats Of Arta,Νέοι Δημοκράτες Της Άρτας
epiros,1,yes,Epiros,Epiros
athamanios,1,yes,Athamanios,Athamanios
president of the parliament,1,yes,President Of The Parliament,Πρόεδρος Του Κοινοβουλίου
parliamentary majority,1,yes,Parliamentary Majority,Κοινοβουλευτική Πλειοψηφία
defence,1,yes,Defence,Άμυνα
income support,1,yes,Income Support,Εισοδηματική Ενίσχυση
international stage,1,yes,International Stage,Διεθνής Σκηνή
rafal,1,yes,Rafal,Rafal
hundreds of jobs,1,yes,Hundreds Of Jobs,Εκατοντάδες Θέσεις Εργασίας
the economy,1,yes,The Economy,Η Οικονομία
shipbuilding and defence industry,1,yes,Shipbuilding And Defence Industry,Ναυπηγική Και Αμυντική Βιομηχανία
alekos kachrimanis,1,yes,Alekos Kachrimanis,Alekos Kachrimanis
whole country,1,yes,Whole Country,Ολόκληρη Η Χώρα
500 million,1,yes,500 Million,500 Εκατομμύρια
the primary sector,1,yes,The Primary Sector,Ο Πρωτογενής Τομέας
regional plan,1,yes,Regional Plan,Περιφερειακό Σχέδιο
the next decade,1,yes,The Next Decade,Η Επόμενη Δεκαετία
380 projects,1,yes,380 Projects,380 Έργα
2.7 billion,1,yes,2.7 Billion,"2,7 Δισεκατομμύρια"
kompoti,1,yes,Kompoti,Κομπόστες
igoumenitsa,1,yes,Igoumenitsa,Igoumenitsa
imaret,1,yes,Imaret,Imaret
xenia,1,yes,Xenia,Xenia
consolationist,1,yes,Consolationist,Παρηγορητικός
paramedical staff,1,yes,Paramedical Staff,Παραϊατρικό Προσωπικό
substitutes,1,yes,Substitutes,Υποκατάστατα
standard schools,1,yes,Standard Schools,Πρότυπα Σχολεία
experimental schools,1,yes,Experimental Schools,Πειραματικά Σχολεία
janus,1,yes,Janus,Janus
g7,1,yes,G7,G7
950,1,yes,950,950
business tax,1,yes,Business Tax,Φόρος Επιχειρήσεων
presumption,1,yes,Presumption,Τεκμήριο
special tax,1,yes,Special Tax,Ειδικός Φόρος
imported price competitiveness,1,yes,Imported Price Competitiveness,Ανταγωνιστικότητα Των Εισαγόμενων Τιμών
single digits,1,yes,Single Digits,Μονοψήφια Νούμερα
aps,1,yes,Aps,Aps
spyros doxiadis programme,1,yes,Spyros Doxiadis Programme,Πρόγραμμα Spyros Doxiadis
teacher recruitments,1,yes,Teacher Recruitments,Προσλήψεις Εκπαιδευτικών
fair greece,1,yes,Fair Greece,Δίκαιη Ελλάδα
our state,1,yes,Our State,Το Κράτος Μας
everyone,1,yes,Everyone,Όλοι
the good,1,yes,The Good,Το Καλό
the weak,1,yes,The Weak,Οι Αδύναμοι
alekos,1,yes,Alekos,Alekos
digital state,1,yes,Digital State,Ψηφιακή Κατάσταση
police stations,1,yes,Police Stations,Αστυνομικά Τμήματα
security of the citizen,1,yes,Security Of The Citizen,Ασφάλεια Του Πολίτη
monopoly,1,yes,Monopoly,Μονοπώλιο
east,1,yes,East,Ανατολικά
aris velouchiotis,1,yes,Aris Velouchiotis,Άρης Βελουχιώτης
the polls,1,yes,The Polls,Οι Δημοσκοπήσεις
x,1,yes,X,X
danger,1,yes,Danger,Κίνδυνος
achievements,1,yes,Achievements,Επιτεύγματα
future claims,1,yes,Future Claims,Μελλοντικές Αξιώσεις
cutters,1,yes,Cutters,Κόφτες
uncontested vote,1,yes,Uncontested Vote,Αδιαμφισβήτητη Ψήφος
protest,1,yes,Protest,Διαμαρτυρία
national weakness,1,yes,National Weakness,Εθνική Αδυναμία
othoni,1,yes,Othoni,Othoni
50 billion euros,1,yes,50 Billion Euros,50 Δισεκατομμύρια Ευρώ
k. minister,1,yes,K. Minister,Ια. Υπουργός
coastguards,1,yes,Coastguards,Ακτοφυλακή
border guards,1,yes,Border Guards,Συνοριοφύλακες
moria and samos,1,yes,Moria And Samos,Μορία Και Σάμος
humane accommodation structures,1,yes,Humane Accommodation Structures,Ανθρώπινες Δομές Στέγασης
boeotia,1,yes,Boeotia,Boeotia
schimatari,1,yes,Schimatari,Schimatari
belharra,1,yes,Belharra,Belharra
shipyards,1,yes,Shipyards,Ναυπηγεία
defence industry,1,yes,Defence Industry,Αμυντική Βιομηχανία
merchant fleet,1,yes,Merchant Fleet,Εμπορικός Στόλος
turkish people,1,yes,Turkish People,Τούρκοι
year,1,yes,Year,Έτος
small and medium sized businesses,1,yes,Small And Medium Sized Businesses,Μικρές Και Μεσαίες Επιχειρήσεις
sunlight facility,1,yes,Sunlight Facility,Εγκατάσταση Ηλιακού Φωτός
thermokipia thrace,1,yes,Thermokipia Thrace,Θράκη Θερμοκήπια
eastern macedonia and thrace,1,yes,Eastern Macedonia And Thrace,Ανατολική Μακεδονία Και Θράκη
seven billion,1,yes,Seven Billion,Επτά Δισεκατομμύρια
nestos,1,yes,Nestos,Αυτά Τα
iasmos dam,1,yes,Iasmos Dam,Φράγμα Iasmos
greek-bulgarian,1,yes,Greek-bulgarian,Ελληνοβουλγαρική
amphipolis,1,yes,Amphipolis,Αμφίπολη
agios athanasios,1,yes,Agios Athanasios,Αγιος Αθανάσιος
athens metro,1,yes,Athens Metro,Μετρό Αθήνας
ancient cities,1,yes,Ancient Cities,Αρχαίες Πόλεις
18,1,yes,18,18
thrace and eastern macedonia,1,yes,Thrace And Eastern Macedonia,Θράκη Και Ανατολική Μακεδονία
standard and experimental schools,1,yes,Standard And Experimental Schools,Πρότυπα Και Πειραματικά Σχολεία
democritus university,1,yes,Democritus University,Δημοκρίτειο Πανεπιστήμιο
department of psychology in didymoteicho,1,yes,Department Of Psychology In Didymoteicho,Τμημα Ψυχολογιας Στο Διδυμοτειχο
tempi accident,1,yes,Tempi Accident,Χρόνοι Ατυχημάτων
operation freedom,1,yes,Operation Freedom,Επιχείρηση Ελευθερία
dadia,1,yes,Dadia,Dadia
special forces,1,yes,Special Forces,Ειδικές Δυνάμεις
stone age,1,yes,Stone Age,Εποχή Του Λίθου
support programmes,1,yes,Support Programmes,Υποστήριξη Του Προγράμματος
150 model schools,1,yes,150 Model Schools,150 Πρότυπα Σχολεία
primary schools,1,yes,Primary Schools,Δημοτικά Σχολεία
20 000,1,yes,20 000,20 000
greek woman,1,yes,Greek Woman,Ελληνίδα
minimum guaranteed income,1,yes,Minimum Guaranteed Income,Ελάχιστο Εγγυημένο Εισόδημα
fellow citizens,1,yes,Fellow Citizens,Συμπολίτες Μας
severely disabled people,1,yes,Severely Disabled People,Άτομα Με Σοβαρή Αναπηρία
efka management,1,yes,Efka Management,Διαχείριση Efka
thrace greenhouses,1,yes,Thrace Greenhouses,Θερμοκήπια Θράκης
past,1,yes,Past,Παρελθόν
sunlight,1,yes,Sunlight,Φως Του Ήλιου
strong greece,1,yes,Strong Greece,Ισχυρή Ελλάδα
digital changes,1,yes,Digital Changes,Ψηφιακές Αλλαγές
5,1,yes,5,5
offices,1,yes,Offices,Γραφεία
street,1,yes,Street,Δρόμος
capitals,1,yes,Capitals,Πρωτεύουσες
government programme,1,yes,Government Programme,Κυβερνητικό Πρόγραμμα
others,1,yes,Others,Άλλοι
tax raid,1,yes,Tax Raid,Φορολογική Επιδρομή
mr. kamenos,1,yes,Mr. Kamenos,Ο Κ. Stones
kamenos,1,yes,Kamenos,Πέτρες
august '15,1,yes,August '15,Αύγουστος '15
proportional representation system,1,yes,Proportional Representation System,Σύστημα Αναλογικής Εκπροσώπησης
leadership,1,yes,Leadership,Ηγεσία
constantine and helen,1,yes,Constantine And Helen,Κωνσταντίνος Και Ελένη
self-empowered greece,1,yes,Self-empowered Greece,Αυτοδύναμη Ελλάδα
young democrats of volos,1,yes,Young Democrats Of Volos,Νέοι Δημοκράτες Του Βόλου
dapites,1,yes,Dapites,Δαπίτες
veterans of the party,1,yes,Veterans Of The Party,Βετεράνοι Του Κόμματος
two parties,1,yes,Two Parties,Δύο Μέρη
governance,1,yes,Governance,Διακυβέρνηση
power,1,yes,Power,Ισχύς
crises,1,yes,Crises,Κρίσεις
global price explosion,1,yes,Global Price Explosion,Παγκόσμια Έκρηξη Τιμών
national threats,1,yes,National Threats,Εθνικές Απειλές
2015 crisis,1,yes,2015 Crisis,Κρίση Του 2015
'us',1,yes,'us','μας'
'country',1,yes,'country','χώρα'
'taxes',1,yes,'taxes','φόροι'
'investment',1,yes,'investment','επένδυση'
'jobs',1,yes,'jobs','θέσεις Εργασίας'
'income support',1,yes,'income Support',"""εισοδηματική Ενίσχυση"
'protection',1,yes,'protection','προστασία'
'state',1,yes,'state','κατάσταση'
'economy',1,yes,'economy','οικονομία'
'immigration',1,yes,'immigration','μετανάστευση'
'defence',1,yes,'defence','άμυνα'
'election',1,yes,'election','εκλογές'
22%,1,yes,22%,22%
9%,1,yes,9%,9%
solidarity contribution,1,yes,Solidarity Contribution,Συνεισφορά Αλληλεγγύης
allies,1,yes,Allies,Σύμμαχοι
immigrants,1,yes,Immigrants,Μετανάστες
refugee problem,1,yes,Refugee Problem,Προσφυγικό Πρόβλημα
illegal immigrants,1,yes,Illegal Immigrants,Παράνομοι Μετανάστες
fortress,1,yes,Fortress,Φρούριο
111 am,1,yes,111 Am,111 Π.μ.
346,1,yes,346,346
347,1,yes,347,347
viper,1,yes,Viper,Οχιά
belharra frigates,1,yes,Belharra Frigates,Φρεγάτες Belharra
32nd brigade,1,yes,32nd Brigade,32η Ταξιαρχία
metro in athens,1,yes,Metro In Athens,Μετρό Στην Αθήνα
metro in thessaloniki,1,yes,Metro In Thessaloniki,Μετρό Στη Θεσσαλονίκη
boak in crete,1,yes,Boak In Crete,Boak Στην Κρήτη
karditsa,1,yes,Karditsa,Carditsa
museum of argo,1,yes,Museum Of Argo,Μουσείο Της Αργούς
municipal theatre,1,yes,Municipal Theatre,Δημοτικό Θέατρο
agios konstantinos,1,yes,Agios Konstantinos,Η Παναγία Του Κωνσταντίνου
volos hospital,1,yes,Volos Hospital,Νοσοκομείο Του Βόλου
almyros,1,yes,Almyros,Αλμυρός
port of volos,1,yes,Port Of Volos,Λιμάνι Του Βόλου
tax increases,1,yes,Tax Increases,Αυξήσεις Φόρων
national health service,1,yes,National Health Service,Εθνική Υπηρεσία Υγείας
state.gov.gr,1,yes,State.gov.gr,State.gov.gr
second four years,1,yes,Second Four Years,Δεύτερη Τετραετία
9 billion,1,yes,9 Billion,9 Δισεκατομμύρια
five chapters,1,yes,Five Chapters,Πέντε Κεφάλαια
next elections,1,yes,Next Elections,Επόμενες Εκλογές
one,1,yes,One,Ένα
two,1,yes,Two,Δύο
four,1,yes,Four,Τέσσερα
european investment,1,yes,European Investment,Ευρωπαϊκή Επένδυση
mip,1,yes,Mip,Mip
parody referendum,1,yes,Parody Referendum,Δημοψήφισμα Παρωδία
17 hours,1,yes,17 Hours,17 Ώρες
additional taxes,1,yes,Additional Taxes,Πρόσθετοι Φόροι
july 2020,1,yes,July 2020,Ιούλιος 2020
5 days,1,yes,5 Days,5 Ημέρες
31 billion euros,1,yes,31 Billion Euros,31 Δισεκατομμύρια Ευρώ
mammogram,1,yes,Mammogram,Μαστογραφία
69,1,yes,69,69
foreign language,1,yes,Foreign Language,Ξένη Γλώσσα
interactive whiteboards,1,yes,Interactive Whiteboards,Διαδραστικοί Πίνακες
education staff,1,yes,Education Staff,Εκπαιδευτικό Προσωπικό
couples,1,yes,Couples,Ζευγάρια
"""my house"" program",1,yes,"""my House"" Program","Πρόγραμμα ""το Σπίτι Μου"""
€30,1,yes,€30,€30
mesochora dam,1,yes,Mesochora Dam,Φράγμα Μεσοχώρας
european union (implied),1,yes,European Union (implied),Ευρωπαϊκή Ένωση (σιωπηρά)
13-0 convict in the special court,1,yes,13-0 Convict In The Special Court,13-0 Καταδίκη Στο Ειδικό Δικαστήριο
nikos pappas,1,yes,Nikos Pappas,Νίκος Παππάς
the elections,1,yes,The Elections,Οι Εκλογές
general accounting office of the state,1,yes,General Accounting Office Of The State,Γενικό Λογιστήριο Του Κράτους
fiscal council,1,yes,Fiscal Council,Δημοσιονομικό Συμβούλιο
next sunday's ballot,1,yes,Next Sunday's Ballot,Το Ψηφοδέλτιο Της Επόμενης Κυριακής
anthimos gazis,1,yes,Anthimos Gazis,Άνθιμος Γαζής
regas feraios,1,yes,Regas Feraios,Τσούξιμο Πότισμα
argo,1,yes,Argo,Argo
evpali,1,yes,Evpali,Evpali
ladies,1,yes,Ladies,Κυρίες
state electoral list,1,yes,State Electoral List,Κρατικός Εκλογικός Κατάλογος
pandemic crisis,1,yes,Pandemic Crisis,Πανδημική Κρίση
eur 50 billion,1,yes,Eur 50 Billion,50 Δισ. Ευρώ
18 months ago,1,yes,18 Months Ago,Πριν Από 18 Μήνες
power companies,1,yes,Power Companies,Εταιρείες Ενέργειας
household bills,1,yes,Household Bills,Οικιακοί Λογαριασμοί
electricity prices,1,yes,Electricity Prices,Τιμές Ηλεκτρικής Ενέργειας
lake mornos,1,yes,Lake Mornos,Λίμνη Μόρνος
the last forty years,1,yes,The Last Forty Years,Τα Τελευταία Σαράντα Χρόνια
greece 2027,1,yes,Greece 2027,Ελλάδα 2027
truth deal,1,yes,Truth Deal,Συμφωνία Αλήθειας
doris,1,yes,Doris,Doris
democratic process,1,yes,Democratic Process,Δημοκρατική Διαδικασία
party executives,1,yes,Party Executives,Στελέχη Του Κόμματος
the political debate,1,yes,The Political Debate,Η Πολιτική Συζήτηση
the future of our country,1,yes,The Future Of Our Country,Το Μέλλον Της Χώρας Μας
650€,1,yes,650€,650€
780€,1,yes,780€,780€
not specified,1,yes,Not Specified,Δεν Προσδιορίζεται
refugee crisis,1,yes,Refugee Crisis,Προσφυγική Κρίση
boom in price,1,yes,Boom In Price,Άνοδος Της Τιμής
forward,1,yes,Forward,Forward
roll back,1,yes,Roll Back,Αναδίπλωση
650 euros,1,yes,650 Euros,650 Ευρώ
far left,1,yes,Far Left,Τέρμα Αριστερά
18 days,1,yes,18 Days,18 Ημέρες
personal physician,1,yes,Personal Physician,Προσωπικός Γιατρός
quality health centres,1,yes,Quality Health Centres,Ποιοτικά Κέντρα Υγείας
